zone,zone_lat,zone_lon,predicted_violations,covered,displaced_out,displaced_in,residual_predicted
BTP128 - Gorappanapalya Junction,12.920613594117647,77.6003740882353,0.1241243,False,0.0,0.0,0.12
BTP106 - VV Puram College,12.952853619144381,77.5742573657524,0.040196486,False,0.0,0.03,0.07
"BTP190 - 36th Cross, 4th Main, Jayanagar",12.922651633687517,77.58126195007735,0.035898536,False,0.0,0.0,0.04
BTP217 - Baleyele Junction,12.957376190529521,77.56945101736699,0.07395783,False,0.0,0.02,0.09
BTP222 - Delmia Circle,12.905872203529412,77.59264487411765,0.069201514,False,0.0,0.0,0.07
"BTP113 - 27th Cross, Pai Vista, KR Road",12.917530724324326,77.57309781441441,0.0636039,False,0.0,0.0,0.06
"BTP094 - Sri Skanda Complex, Mysore Road",12.95581615764706,77.54618573529412,0.05014409,False,0.0,0.0,0.05
BTP103 - Shanti Nagar TTMC,12.953835349166667,77.59173402500001,0.045245443,False,0.0,0.0,0.05
BTP107 - National College Junction,12.948955050684932,77.57294951506849,0.02415042,False,0.0,0.0,0.02
"BTP127 - Sagar Hospital, Jayanagar",12.927932214705882,77.59837052941177,0.052924205,False,0.0,0.0,0.05
"BTP089 - Police Quarters, Sultan Road",12.960992125,77.5635322325,0.06258953,False,0.0,0.0,0.06
BTP036 - Police Thimmaiah Circle (GPO),12.98094640945946,77.59428802297298,0.011586725,False,0.0,0.16,0.17
BTP121 - KH Circle,12.951919158666666,77.59041085733334,0.04712663,False,0.0,0.0,0.05
BTP064 - Devanga Hostel Junction,12.96268053368421,77.58990699578948,0.028168613,False,0.0,0.0,0.03
BTP212 - Minto Junction,12.960257728985507,77.57143755652173,0.049402874,True,0.01,0.0,0.04
"BTP159 - JP Nagar Metro, ORR",12.906232425875,77.573168152875,0.05854333,False,0.0,0.0,0.06
"BTP191 - 40th Cross, 4th Main, Jayanagar",12.92006186516854,77.5822193022472,0.04420274,False,0.0,0.0,0.04
BTP196 - Sarakki Main Road,12.91112095952765,77.5781207231884,0.06368355,False,0.0,0.0,0.06
BTP193 - Vasavi Circle,12.949692636337348,77.57682725461063,0.037241053,False,0.0,0.0,0.04
BTP138 - Sarjapur Road Check Post,12.927108226774553,77.61689196143901,0.060884777,False,0.0,0.0,0.06
BTP158 - Devegowda Petrol Bunk,12.921269069483158,77.5603682596793,0.09856366,False,0.0,0.0,0.1
"BTP015 - Suguna Hospital, Dr. Rajkumar Road",12.987772653164557,77.5594433392405,0.021635959,False,0.0,0.0,0.02
BTP053 - Three Let Junction,12.983840382608696,77.58177968913044,0.027389275,True,0.01,0.0,0.02
BTP187 - South End Circle,12.937353674534268,77.58199584693376,0.026339531,False,0.0,0.0,0.03
BTP134 - Mico Bande,12.945716540540541,77.6025567972973,0.036080167,False,0.0,0.0,0.04
"BTP114 - KR Road Junction, Near JSS",12.924322724413159,77.57493878339055,0.0089957435,False,0.0,0.0,0.01
BTP185 - RV Teachers College,12.944620242592592,77.58062071851852,0.007977878,False,0.0,0.0,0.01
BTP133 - Adugodi Junction,12.941890507462688,77.60854312089552,0.030765418,False,0.0,0.0,0.03
"BTP093 - Toll Gate, Mysore Road",12.958547894444443,77.55221098194444,0.036275584,False,0.0,0.0,0.04
BTP035 - Basaweshwara Circle (LH) Junction,12.98461576451613,77.58817643870967,0.010579817,True,0.0,0.0,0.01
BTP077 - Halasuru Gate Junction,12.966897120833332,77.5870293625,0.010729262,False,0.0,0.43,0.44
BTP156 - Kamakya Junction,12.923800053611933,77.55335398807121,0.0102983285,False,0.0,0.0,0.01
"BTP178 - 18th Main, Marenahalli",12.91689827142857,77.58956701428572,0.034166493,False,0.0,0.0,0.03
BTP030 - Mekhri Circle,13.012824675714286,77.58383126285715,0.011930501,False,0.0,0.0,0.01
BTP143 - ASC Junction,12.969471173333334,77.61978309333334,0.009865768,False,0.0,0.0,0.01
BTP006 - Navarang Bar Junction,12.99110927631579,77.55770017368421,0.010386317,False,0.0,0.0,0.01
"BTP025 - Puttamma Choultry, Nagarbhavi",12.978654194999999,77.53813890500001,0.008407307,False,0.0,0.0,0.01
BTP142 - Lower Agram Road Junction,12.962000976190476,77.61538746190476,0.0073541054,False,0.0,0.0,0.01
BTP141 - Palmgroove Junction,12.968275867567566,77.61366548648648,0.0044711335,False,0.0,0.0,0.0
"BTP164 - 29th Main Road, BTM Layout",12.915922940343162,77.61541795166417,0.020870246,False,0.0,0.0,0.02
"BTP200 - 15th Cross, 33rd Main, JP Nagar",12.906321830434782,77.58130143913044,0.007851298,False,0.0,0.0,0.01
BTP213 - Royan Circle,12.960757848606496,77.56831495368421,0.009869725,True,0.0,0.0,0.01
"BTP112 - 14th Cross, KR Road",12.92934653,77.57320882,0.002582355,False,0.0,0.0,0.0
"BTP110 - Bharathi Nursing Home, Basavanagudi",12.93742960532226,77.57230527575187,0.0007577491,False,0.0,0.0,0.0
BTP154 - Itmadu Junction,12.930232485714285,77.54541242857144,0.0006719437,False,0.0,0.0,0.0
BTP144 - Commando Hospital Junction,12.968701750000001,77.62630552499999,0.0045483205,False,0.0,0.0,0.0
"BTP161 - 15th Cross, 35th Main, JP Nagar",12.906493766666665,77.577648025,0.0061682225,False,0.0,0.0,0.01
BTP181 - Bileka Halli Junction,12.9019944125,77.60112085,0.0013486043,False,0.0,0.0,0.0
BTP157 - Kadirenahalli Cross,12.912996066666667,77.56706291333333,0.0010008371,False,0.0,0.0,0.0
"BTP198 - 9th Cross, 8th Main, JP Nagar",12.910182857142857,77.5956611,0.00375779,False,0.0,0.0,0.0
GRID_12.89_77.64,12.890707578980251,77.6387934396799,3.0498073,False,0.0,0.0,3.05
GRID_13.0_77.57,12.999157963081146,77.57067657143307,0.6328531,False,0.0,0.0,0.63
GRID_13.0_77.67,12.996406084503095,77.66879607077169,2.3696024,False,0.0,0.0,2.37
GRID_13.0_77.68,13.000496497096663,77.67730860277838,2.2555075,False,0.0,0.0,2.26
GRID_12.93_77.68,12.92730742302336,77.67927728206413,1.8966236,False,0.0,0.0,1.9
GRID_12.99_77.6,12.98940879062338,77.60034623024461,2.5851076,True,0.78,0.0,1.81
GRID_12.94_77.7,12.939745543697065,77.69687606479994,0.7996453,False,0.0,0.0,0.8
GRID_12.97_77.61,12.972334250489427,77.60968779535388,1.2406952,True,0.37,0.0,0.87
GRID_12.97_77.62,12.973081400721911,77.61924401246961,1.4534587,False,0.0,0.0,1.45
GRID_13.19_77.68,13.18736892340802,77.68032602824292,1.0171351,False,0.0,0.0,1.02
GRID_12.99_77.57,12.990622984248333,77.57262878327347,0.9270471,False,0.0,0.0,0.93
GRID_12.96_77.72,12.96199766822802,77.71715576768345,0.9068646,False,0.0,0.0,0.91
GRID_12.91_77.63,12.909304294183482,77.63007798692958,1.0694075,False,0.0,0.0,1.07
GRID_12.94_77.69,12.936275426592282,77.69180060837698,1.2693003,True,0.38,0.0,0.89
GRID_13.0_77.61,12.997784809367397,77.61218897925791,0.5576306,False,0.0,0.0,0.56
GRID_13.1_77.6,13.09731581945795,77.59935528704435,1.78733,False,0.0,0.0,1.79
GRID_13.03_77.54,13.029212624410057,77.53923860108682,1.4148664,False,0.0,0.0,1.41
GRID_12.96_77.7,12.957890746228077,77.70150991942758,0.7462051,False,0.0,0.0,0.75
GRID_12.97_77.66,12.971386472277048,77.65808232698889,0.9302942,False,0.0,0.0,0.93
GRID_12.95_77.7,12.949891874274797,77.69957600147247,1.0735657,False,0.0,0.0,1.07
GRID_12.96_77.65,12.9596272721904,77.64778127604174,0.9477075,False,0.0,0.0,0.95
GRID_12.91_77.64,12.911617668865443,77.6379102259959,0.38285023,False,0.0,0.0,0.38
GRID_12.97_77.71,12.971546419687106,77.71194441374813,0.8531638,False,0.0,0.0,0.85
GRID_12.99_77.61,12.990677105966894,77.60878863097561,0.69481957,False,0.0,0.0,0.69
GRID_13.19_77.65,13.1912518608,77.64623554427587,0.6384653,False,0.0,0.0,0.64
GRID_13.06_77.59,13.06155912352622,77.59007049334042,0.39085394,False,0.0,0.0,0.39
GRID_12.99_77.66,12.99339169049954,77.66240332037073,0.6595376,False,0.0,0.0,0.66
GRID_12.97_77.65,12.97043379566521,77.64758168566345,0.40853092,False,0.0,0.0,0.41
GRID_12.84_77.65,12.841695712077703,77.64683507837839,0.35255808,False,0.0,0.0,0.35
GRID_12.97_77.64,12.969850851438833,77.6406845895895,0.27998656,False,0.0,0.0,0.28
GRID_13.03_77.59,13.031593231695556,77.58792562434873,0.3969949,False,0.0,0.0,0.4
GRID_12.97_77.58,12.969516043665015,77.57593034244353,0.44540167,True,0.13,0.0,0.32
GRID_13.05_77.58,13.047631684634146,77.57610700231707,0.73562497,False,0.0,0.0,0.74
GRID_13.02_77.56,13.018269436277144,77.55759708554575,0.67726374,False,0.0,0.0,0.68
GRID_13.02_77.53,13.018764896676737,77.53159845226587,0.5545897,False,0.0,0.0,0.55
GRID_12.95_77.72,12.951507326752585,77.71746926868809,0.832821,False,0.0,0.0,0.83
GRID_12.98_77.64,12.97901119579896,77.63990778844614,0.51552474,False,0.0,0.0,0.52
GRID_12.93_77.63,12.930945671653543,77.63211823950131,0.60315746,False,0.0,0.0,0.6
GRID_12.92_77.67,12.920339341024242,77.66965571662604,0.5844931,False,0.0,0.0,0.58
GRID_12.9_77.68,12.899573188610386,77.67553171059443,0.46145043,False,0.0,0.0,0.46
GRID_13.0_77.7,12.995375450421525,77.6963883122724,0.45380795,False,0.0,0.0,0.45
GRID_12.88_77.65,12.877618998177343,77.64721667009009,0.63849735,False,0.0,0.0,0.64
GRID_13.03_77.62,13.033556794163424,77.62384081167315,0.64185154,False,0.0,0.0,0.64
GRID_12.88_77.64,12.88294517953203,77.64181161704204,0.71780103,False,0.0,0.0,0.72
GRID_12.84_77.64,12.84218213521131,77.64429451715615,0.3813178,False,0.0,0.0,0.38
GRID_13.03_77.58,13.027638487411393,77.57810546454687,0.51981056,False,0.0,0.0,0.52
GRID_13.05_77.59,13.050785760443624,77.59295122402958,0.31199345,False,0.0,0.0,0.31
GRID_13.01_77.53,13.008735529850746,77.5276437814499,0.4035912,False,0.0,0.0,0.4
GRID_12.97_77.72,12.966027628856624,77.71780480108893,0.19404696,False,0.0,0.0,0.19
GRID_12.98_77.56,12.975795432199533,77.55887079442296,0.17015967,False,0.0,0.0,0.17
GRID_13.02_77.59,13.0220579012939,77.59131261330869,0.16465163,False,0.0,0.0,0.16
GRID_13.03_77.57,13.028638109259258,77.57249247849002,0.23673515,False,0.0,0.0,0.24
GRID_12.99_77.59,12.992556024609375,77.59109175605468,0.1970575,True,0.06,0.0,0.14
GRID_13.0_77.69,12.996998279039644,77.69257045415564,0.26692536,False,0.0,0.0,0.27
GRID_13.0_77.56,12.99663009876325,77.56270722173144,0.19382215,False,0.0,0.0,0.19
GRID_12.88_77.6,12.878281968476093,77.59635725492348,0.23261274,False,0.0,0.0,0.23
GRID_12.96_77.52,12.957394943609996,77.51879339553686,0.33769006,False,0.0,0.0,0.34
GRID_12.93_77.61,12.929638162987013,77.60734136580086,0.21310347,False,0.0,0.0,0.21
GRID_13.01_77.56,13.008857324,77.55673444610527,0.21089421,False,0.0,0.0,0.21
GRID_12.96_77.55,12.964367150310558,77.5530788757764,0.2522739,False,0.0,0.0,0.25
GRID_12.98_77.63,12.978876603778344,77.62869914521781,0.25041127,False,0.0,0.0,0.25
GRID_13.12_77.61,13.12090222142857,77.61108189214285,0.5174084,False,0.0,0.0,0.52
GRID_13.02_77.55,13.018747146477583,77.55112968158963,0.38924575,False,0.0,0.0,0.39
GRID_12.96_77.54,12.964293660915493,77.54110575140845,0.30201477,False,0.0,0.0,0.3
GRID_12.96_77.53,12.960900165382622,77.52774607510695,0.020945566,False,0.0,0.0,0.02
GRID_12.99_77.62,12.990668579276702,77.61728964408472,0.2885883,False,0.0,0.0,0.29
GRID_12.94_77.52,12.937497335616438,77.52017331666667,0.24150841,False,0.0,0.0,0.24
GRID_12.98_77.7,12.978652590033535,77.6956770725469,0.34896573,False,0.0,0.0,0.35
GRID_12.96_77.51,12.960962846896553,77.51152006390805,0.09463465,False,0.0,0.0,0.09
GRID_12.94_77.59,12.938547443418498,77.5871244656873,0.14840245,False,0.0,0.0,0.15
GRID_12.93_77.7,12.93199635279955,77.69593647237595,0.40622455,True,0.12,0.0,0.29
GRID_12.91_77.68,12.912258868073401,77.67937285818984,0.14178605,False,0.0,0.0,0.14
GRID_13.04_77.52,13.039708836984687,77.51855996042403,0.26656157,False,0.0,0.0,0.27
GRID_13.0_77.62,12.998891192227978,77.61948345569948,0.1440867,False,0.0,0.0,0.14
GRID_12.99_77.73,12.987503404661016,77.73387462245762,0.13125746,False,0.0,0.0,0.13
GRID_13.01_77.54,13.009479617985612,77.54224147302158,0.19767508,False,0.0,0.0,0.2
GRID_13.03_77.63,13.029549156565658,77.6288787060606,0.4574419,False,0.0,0.0,0.46
GRID_12.89_77.56,12.888682648899172,77.5624224860402,0.21942417,False,0.0,0.0,0.22
GRID_12.97_77.63,12.972165256982299,77.62760448142781,0.25957695,False,0.0,0.0,0.26
GRID_12.91_77.61,12.913225786175117,77.60623939124424,0.24751033,False,0.0,0.0,0.25
GRID_13.02_77.58,13.023095236462277,77.58470699353232,0.21870074,False,0.0,0.0,0.22
GRID_13.0_77.58,12.998645675586854,77.58141189342723,0.32865077,True,0.1,0.0,0.23
GRID_13.1_77.58,13.09892656644737,77.57968609934211,0.3240247,False,0.0,0.0,0.32
GRID_12.94_77.62,12.938923547849463,77.61986757284946,0.14727075,False,0.0,0.0,0.15
GRID_12.99_77.65,12.991380519209939,77.65191252355667,0.26021022,False,0.0,0.0,0.26
GRID_12.98_77.62,12.977170190523722,77.61923123024928,0.23527583,False,0.0,0.0,0.24
GRID_12.93_77.62,12.928376018505338,77.62040047793595,0.2008375,False,0.0,0.0,0.2
GRID_12.97_77.51,12.972061330357144,77.508960315625,0.26000717,False,0.0,0.0,0.26
GRID_12.84_77.68,12.839988477857695,77.67709304103802,0.05149837,False,0.0,0.0,0.05
GRID_12.95_77.59,12.94607781030949,77.58765630307454,0.367542,False,0.0,0.0,0.37
GRID_13.05_77.51,13.047856270103093,77.507430895189,0.21363342,False,0.0,0.0,0.21
GRID_12.99_77.72,12.992675197916666,77.717627009375,0.35615984,False,0.0,0.0,0.36
GRID_12.87_77.65,12.870996338892036,77.65301381931575,0.20596083,False,0.0,0.0,0.21
GRID_12.92_77.65,12.91994160730897,77.65046660897009,0.045267887,False,0.0,0.0,0.05
GRID_13.03_77.56,13.032814341089116,77.55900086553227,0.031585664,False,0.0,0.0,0.03
GRID_12.94_77.57,12.941649174072719,77.56710402737954,0.06749633,False,0.0,0.0,0.07
GRID_13.05_77.55,13.050051060434782,77.55160854826086,0.15243839,False,0.0,0.0,0.15
GRID_13.12_77.63,13.121563367142857,77.63098209977679,0.15159714,False,0.0,0.0,0.15
GRID_13.04_77.57,13.037821995081966,77.57151156557377,0.2284097,False,0.0,0.0,0.23
GRID_13.09_77.59,13.093649192857143,77.59421949183672,0.04311893,False,0.0,0.0,0.04
GRID_12.99_77.74,12.987056746258503,77.73607077142857,0.21752305,False,0.0,0.0,0.22
GRID_12.98_77.71,12.979418091237113,77.71036829329897,0.16726767,False,0.0,0.0,0.17
GRID_13.02_77.64,13.022117409185599,77.63916037521675,0.06090448,False,0.0,0.0,0.06
GRID_12.99_77.5,12.989641079281443,77.5018067672808,0.107828386,False,0.0,0.0,0.11
GRID_12.97_77.55,12.968153701260505,77.54658635714286,0.11008805,False,0.0,0.0,0.11
GRID_13.05_77.49,13.05135762320464,77.49084478285728,0.2427604,False,0.0,0.0,0.24
GRID_12.96_77.73,12.960160175014156,77.73214764999824,0.16719374,False,0.0,0.0,0.17
GRID_12.99_77.71,12.988756907287325,77.71002086051739,0.25624576,False,0.0,0.0,0.26
GRID_12.91_77.55,12.908912275454455,77.54867479573748,0.1329338,False,0.0,0.0,0.13
GRID_13.0_77.6,12.999948330939228,77.59758635359117,0.12669924,False,0.0,0.0,0.13
GRID_13.06_77.58,13.060511651629975,77.57816062433398,0.16119167,False,0.0,0.0,0.16
GRID_12.96_77.71,12.957006148837207,77.71167998430232,0.15911229,False,0.0,0.0,0.16
GRID_12.91_77.7,12.906778402536801,77.69693050813986,0.12873927,False,0.0,0.0,0.13
GRID_12.94_77.75,12.940802205919958,77.74739034078512,0.18187286,False,0.0,0.0,0.18
GRID_12.99_77.52,12.98722609525669,77.51957937937212,0.05681432,False,0.0,0.0,0.06
GRID_13.05_77.57,13.047636456886229,77.57311373712575,0.13493574,False,0.0,0.0,0.13
GRID_12.97_77.7,12.968620753902266,77.70114612497116,0.12483527,False,0.0,0.0,0.12
GRID_13.04_77.62,13.037468609009009,77.6230085945946,0.13558723,False,0.0,0.0,0.14
GRID_12.98_77.58,12.978809615697676,77.58163294825582,0.08586857,True,0.03,0.0,0.06
GRID_13.05_77.53,13.050728321658987,77.52600922764977,0.010819498,False,0.0,0.0,0.01
GRID_12.96_77.67,12.958685702166065,77.66806378772563,0.047504682,False,0.0,0.0,0.05
GRID_13.05_77.5,13.04778539225,77.49977408316667,0.053171236,False,0.0,0.0,0.05
GRID_12.87_77.66,12.870396453777778,77.6564710586535,0.07012215,False,0.0,0.0,0.07
GRID_12.93_77.54,12.934846881034483,77.5365279362069,0.0758975,False,0.0,0.0,0.08
GRID_13.07_77.63,13.070272051149425,77.63099281954023,0.075465515,False,0.0,0.0,0.08
GRID_12.99_77.7,12.99441017505851,77.69976924320547,0.17968373,False,0.0,0.0,0.18
GRID_13.05_77.75,13.045926317261904,77.75030918750001,0.10190915,False,0.0,0.0,0.1
GRID_12.9_77.64,12.899680059840946,77.63855868132059,0.1743975,False,0.0,0.0,0.17
GRID_12.98_77.69,12.979632965093632,77.69449425280706,0.13748622,False,0.0,0.0,0.14
GRID_12.98_77.65,12.979847225146198,77.65022597543859,0.07815095,False,0.0,0.0,0.08
GRID_12.87_77.54,12.87142779736842,77.53865050438596,0.14026614,False,0.0,0.0,0.14
GRID_12.94_77.63,12.937992745867538,77.62728167837248,0.05119372,False,0.0,0.0,0.05
GRID_13.06_77.55,13.057321547567568,77.54695945351352,0.06969248,False,0.0,0.0,0.07
GRID_12.92_77.64,12.917752190789836,77.63916383991257,0.073711924,False,0.0,0.0,0.07
GRID_12.9_77.63,12.900755973679487,77.63124567494684,0.07176265,False,0.0,0.0,0.07
GRID_12.82_77.69,12.819648171111112,77.68820439444445,0.03731098,False,0.0,0.0,0.04
GRID_13.18_77.69,13.184081930927835,77.68790758041237,0.03673398,False,0.0,0.0,0.04
GRID_13.02_77.71,13.018578273076923,77.7087775923077,0.19028537,False,0.0,0.0,0.19
GRID_13.1_77.59,13.09954007615894,77.58855181324503,0.045889612,False,0.0,0.0,0.05
GRID_12.88_77.55,12.880947071029567,77.54711268099598,0.14906098,False,0.0,0.0,0.15
GRID_13.01_77.58,13.007092317592592,77.57994972361111,0.10259514,False,0.0,0.0,0.1
GRID_13.02_77.54,13.01898408016529,77.53921748347108,0.1003754,False,0.0,0.0,0.1
GRID_12.96_77.56,12.964306001298702,77.55543871363636,0.047314562,False,0.0,0.0,0.05
GRID_13.01_77.59,13.007395955932203,77.59271883305084,0.0916231,False,0.0,0.0,0.09
GRID_13.02_77.61,13.021238062857142,77.61288166285713,0.17553015,False,0.0,0.0,0.18
GRID_12.91_77.69,12.909700628235294,77.68756728588235,0.10525983,False,0.0,0.0,0.11
GRID_12.9_77.65,12.900243158186711,77.64901458048934,0.15385218,False,0.0,0.0,0.15
GRID_13.01_77.68,13.00520889633658,77.68482692610088,0.036782593,False,0.0,0.0,0.04
GRID_13.0_77.53,13.001913362987164,77.52635384639399,0.07113622,False,0.0,0.0,0.07
GRID_12.98_77.75,12.981498013761467,77.75162563486238,0.04897969,False,0.0,0.0,0.05
GRID_12.86_77.66,12.85644436229508,77.66363117540983,0.1117901,False,0.0,0.0,0.11
GRID_13.07_77.53,13.068515409523808,77.53032900238095,0.08852079,False,0.0,0.0,0.09
GRID_13.04_77.51,13.04041708034826,77.5138938756219,0.09330552,False,0.0,0.0,0.09
GRID_12.95_77.52,12.950401447580646,77.52206556209678,0.02565322,False,0.0,0.0,0.03
GRID_13.0_77.72,13.003173195918366,77.72269496734694,0.029735306,False,0.0,0.0,0.03
GRID_13.01_77.76,13.008644508849557,77.75834295398231,0.073174454,False,0.0,0.0,0.07
GRID_12.98_77.6,12.975668472185431,77.60155135761589,0.033317536,True,0.01,0.0,0.02
GRID_13.14_77.62,13.14355344074074,77.61783713055556,0.07314698,False,0.0,0.0,0.07
GRID_12.96_77.66,12.959214505632593,77.65791445940911,0.05440775,False,0.0,0.0,0.05
GRID_12.97_77.57,12.969471065263157,77.56849376842105,0.12589455,True,0.04,0.0,0.09
GRID_12.91_77.65,12.911931490825689,77.6506821880734,0.024073403,False,0.0,0.0,0.02
GRID_13.01_77.61,13.007798290909092,77.61301748636363,0.11759041,False,0.0,0.0,0.12
GRID_13.0_77.63,13.000737005710198,77.62897579377871,0.040498145,False,0.0,0.0,0.04
GRID_13.06_77.65,13.060710087333334,77.65106934933334,0.07935688,False,0.0,0.0,0.08
GRID_13.12_77.62,13.121431866666667,77.61987350208334,0.019063082,False,0.0,0.0,0.02
GRID_13.04_77.63,13.037026408015038,77.62563403320988,0.049988627,False,0.0,0.0,0.05
GRID_12.89_77.57,12.891719222222223,77.5690676030303,0.045258638,False,0.0,0.0,0.05
GRID_12.85_77.66,12.85253908235294,77.6603247,0.013619954,False,0.0,0.0,0.01
GRID_12.87_77.59,12.872460873251098,77.59402855699064,0.089486994,False,0.0,0.0,0.09
GRID_13.05_77.54,13.049494390625,77.5410648953125,0.09003212,False,0.0,0.0,0.09
GRID_12.97_77.6,12.973189979999999,77.601952114,0.017425038,False,0.0,0.01,0.03
GRID_12.89_77.6,12.893183061261261,77.59869527927927,0.044048324,False,0.0,0.0,0.04
GRID_12.98_77.72,12.979981587891965,77.72068423311185,0.1299119,False,0.0,0.0,0.13
GRID_12.98_77.73,12.980977414285714,77.72829827142857,0.11265216,False,0.0,0.0,0.11
GRID_12.91_77.48,12.912544038623901,77.48114923643759,0.052716263,False,0.0,0.0,0.05
GRID_12.9_77.7,12.903801095017636,77.70387653128162,0.018606197,False,0.0,0.0,0.02
GRID_13.08_77.56,13.079626118518517,77.5591943851852,0.123460196,False,0.0,0.0,0.12
GRID_12.9_77.72,12.896655932666667,77.720044262,0.035211314,False,0.0,0.0,0.04
GRID_12.9_77.59,12.900358155140188,77.5893464046729,0.058508683,False,0.0,0.0,0.06
GRID_13.0_77.49,12.999629016326532,77.48872178979592,0.08216046,False,0.0,0.0,0.08
GRID_12.88_77.67,12.87619305,77.671188978125,0.035037212,False,0.0,0.0,0.04
GRID_13.0_77.59,13.002020390410959,77.59332524931507,0.056687187,False,0.0,0.0,0.06
GRID_13.0_77.66,13.003420825373135,77.66231537313433,0.02265318,False,0.0,0.0,0.02
GRID_13.03_77.53,13.032325064257027,77.53337058072289,0.055200666,False,0.0,0.0,0.06
GRID_12.89_77.66,12.894190167948661,77.65717693096653,0.06330176,False,0.0,0.0,0.06
GRID_12.91_77.54,12.906078649073521,77.54214782560605,0.05056301,False,0.0,0.0,0.05
GRID_12.91_77.6,12.913470892207792,77.60414625974026,0.009379753,False,0.0,0.0,0.01
GRID_13.02_77.66,13.021367052351103,77.65715162208807,0.04594355,False,0.0,0.0,0.05
GRID_13.2_77.71,13.197340155172414,77.70729611724137,0.07993963,False,0.0,0.0,0.08
GRID_13.02_77.76,13.017543578378378,77.76195655675676,0.07490716,False,0.0,0.0,0.07
GRID_12.94_77.49,12.938884714666667,77.49299570533333,0.012056529,False,0.0,0.0,0.01
GRID_12.94_77.53,12.938722853333333,77.531984556,0.07755771,False,0.0,0.0,0.08
GRID_12.94_77.58,12.938952723333333,77.58487523666666,0.11608484,False,0.0,0.0,0.12
GRID_12.93_77.52,12.931481857963549,77.5158112656917,0.015450933,False,0.0,0.0,0.02
