zone,rank,feature,feature_value,shap,direction
BTP205 - Modi Hospital Junction,2,lag_1bin,0.0,-0.2192,decreases
BTP205 - Modi Hospital Junction,3,violation_growth_rate,0.3474903474903475,-0.2098,decreases
BTP205 - Modi Hospital Junction,4,roll_7d_mean,0.9285714285714286,0.1723,increases
"BTP206 - Shankara Mutt Circle, Vijayanagar",1,zone_hist_mean,0.5098241985522234,0.6063,increases
"BTP206 - Shankara Mutt Circle, Vijayanagar",2,violation_growth_rate,0.1948051948051948,-0.2997,decreases
"BTP206 - Shankara Mutt Circle, Vijayanagar",3,month,4.0,-0.2212,decreases
"BTP206 - Shankara Mutt Circle, Vijayanagar",4,roll_7d_mean,0.14285714285714285,-0.2106,decreases
BTP207 - 8th Main Road Basaveshwara Nagar,1,zone_hist_mean,0.1282316442605998,-0.3891,decreases
BTP207 - 8th Main Road Basaveshwara Nagar,2,roll_7d_mean,0.03571428571428571,-0.2981,decreases
BTP207 - 8th Main Road Basaveshwara Nagar,3,violation_growth_rate,0.29411764705882354,-0.2377,decreases
BTP207 - 8th Main Road Basaveshwara Nagar,4,month,4.0,-0.1952,decreases
BTP208 - Havanur Circle,1,zone_hist_mean,0.5211995863495347,0.5855,increases
BTP208 - Havanur Circle,2,lag_1bin,0.0,-0.211,decreases
BTP208 - Havanur Circle,3,zone_heavy_veh_share,0.027777777777777776,-0.1673,decreases
BTP208 - Havanur Circle,4,hour,0.0,-0.1652,decreases
"BTP210 - 50th cross, 12th Main , Rajajinagar",1,lag_1bin,0.0,-0.1868,decreases
"BTP210 - 50th cross, 12th Main , Rajajinagar",2,zone_hist_mean,0.32368148914167527,0.1798,increases
"BTP210 - 50th cross, 12th Main , Rajajinagar",3,weekofyear,15.0,0.1296,increases
"BTP210 - 50th cross, 12th Main , Rajajinagar",4,roll_7d_mean,0.5714285714285714,0.1155,increases
BTP211 - Central Street Junction,1,zone_hist_mean,3.3526370217166495,1.4504,increases
BTP211 - Central Street Junction,2,zone_freq_enc,0.01688102056756053,0.3536,increases
BTP211 - Central Street Junction,3,roll_7d_mean,1.5357142857142858,0.3207,increases
BTP211 - Central Street Junction,4,lag_1bin,0.0,-0.2707,decreases
BTP212 - Minto Junction,1,zone_hist_mean,0.05377456049638056,-0.8235,decreases
BTP212 - Minto Junction,2,roll_7d_mean,0.05357142857142857,-0.2728,decreases
BTP212 - Minto Junction,3,zone_freq_enc,0.0002707628221817235,-0.2669,decreases
BTP212 - Minto Junction,4,violation_growth_rate,0.364741641337386,-0.1849,decreases
BTP213 - Royan Circle,1,zone_hist_mean,0.01861427094105481,-1.6268,decreases
BTP213 - Royan Circle,2,roll_7d_mean,0.0,-0.5242,decreases
BTP213 - Royan Circle,3,violation_growth_rate,0.0,-0.43,decreases
BTP213 - Royan Circle,4,month,4.0,-0.416,decreases
BTP214 - 5th Main Chamrajpet  Junction,1,roll_7d_mean,0.0,-0.4821,decreases
BTP214 - 5th Main Chamrajpet  Junction,2,weekofyear,15.0,0.3293,increases
BTP214 - 5th Main Chamrajpet  Junction,3,violation_growth_rate,2.706766917293233,0.3123,increases
BTP214 - 5th Main Chamrajpet  Junction,4,zone_hist_mean,0.14167528438469493,-0.2949,decreases
BTP215 - Vanivillas Junction,1,roll_7d_mean,1.3392857142857142,0.3052,increases
BTP215 - Vanivillas Junction,2,violation_growth_rate,0.26239067055393583,-0.2382,decreases
BTP215 - Vanivillas Junction,3,lag_1bin,0.0,-0.1972,decreases
BTP215 - Vanivillas Junction,4,month,4.0,-0.189,decreases
BTP216 - Yediyur Junction,1,zone_hist_mean,0.10031023784901758,-0.4621,decreases
BTP216 - Yediyur Junction,2,roll_7d_mean,0.5714285714285714,0.2283,increases
BTP216 - Yediyur Junction,3,lag_1bin,0.0,-0.1627,decreases
BTP216 - Yediyur Junction,4,zone_freq_enc,0.0005050768029159073,-0.1584,decreases
BTP217 - Baleyele Junction,1,zone_hist_mean,0.06204756980351603,-0.6766,decreases
BTP217 - Baleyele Junction,2,roll_7d_mean,0.08928571428571429,-0.2664,decreases
BTP217 - Baleyele Junction,3,zone_freq_enc,0.00031241864097891173,-0.2166,decreases
BTP217 - Baleyele Junction,4,weekofyear,15.0,0.1673,increases
BTP218 - Syndicate Bank Junction,1,hour,0.0,-0.5139,decreases
BTP218 - Syndicate Bank Junction,2,zone_heavy_veh_share,0.0043859649122807015,-0.3913,decreases
BTP218 - Syndicate Bank Junction,3,roll_7d_mean,0.07142857142857142,-0.2783,decreases
BTP218 - Syndicate Bank Junction,4,lag_1bin,0.0,-0.1782,decreases
BTP219 - Canara Bank Junction,1,zone_heavy_veh_share,0.00819672131147541,-0.3921,decreases
BTP219 - Canara Bank Junction,2,hour,0.0,-0.3833,decreases
BTP219 - Canara Bank Junction,3,lag_1bin,0.0,-0.185,decreases
BTP219 - Canara Bank Junction,4,repeat_offender_density,0.0,-0.1427,decreases
BTP220 - Puttanna Junction,1,hour,0.0,-0.5308,decreases
BTP220 - Puttanna Junction,2,zone_heavy_veh_share,0.004672897196261682,-0.443,decreases
BTP220 - Puttanna Junction,3,roll_7d_mean,0.017857142857142856,-0.4297,decreases
BTP220 - Puttanna Junction,4,lag_1bin,0.0,-0.1677,decreases
"BTP221 - 15th Cross, 24th Main, JP Nagar",1,zone_hist_mean,0.08066184074457083,-0.5613,decreases
"BTP221 - 15th Cross, 24th Main, JP Nagar",2,violation_growth_rate,3.8571428571428577,0.5222,increases
"BTP221 - 15th Cross, 24th Main, JP Nagar",3,weekofyear,15.0,0.3811,increases
"BTP221 - 15th Cross, 24th Main, JP Nagar",4,month,4.0,0.2667,increases
BTP222 - Delmia Circle,1,zone_hist_mean,0.06928645294725956,-0.6152,decreases
BTP222 - Delmia Circle,2,roll_7d_mean,0.017857142857142856,-0.4289,decreases
BTP222 - Delmia Circle,3,violation_growth_rate,2.142857142857143,0.2586,increases
BTP222 - Delmia Circle,4,zone_freq_enc,0.0003488674824264514,-0.1894,decreases
BTP225 - Geetha Junction,1,hour,0.0,-0.3514,decreases
BTP225 - Geetha Junction,2,roll_7d_mean,0.08928571428571429,-0.3159,decreases
BTP225 - Geetha Junction,3,violation_growth_rate,0.19933554817275745,-0.2876,decreases
BTP225 - Geetha Junction,4,zone_heavy_veh_share,0.00966183574879227,-0.2643,decreases
"BTP226 - 33rd Cross, 11th Main, Jayanagar",1,lag_7d,9.0,0.4557,increases
"BTP226 - 33rd Cross, 11th Main, Jayanagar",2,violation_growth_rate,0.12987012987012986,-0.3856,decreases
"BTP226 - 33rd Cross, 11th Main, Jayanagar",3,month,4.0,-0.2548,decreases
"BTP226 - 33rd Cross, 11th Main, Jayanagar",4,roll_7d_mean,0.875,0.1858,increases
GRID_12.81_77.69,1,zone_hist_mean,0.0062047569803516025,-2.4718,decreases
GRID_12.81_77.69,2,roll_7d_mean,0.0,-0.5408,decreases
GRID_12.81_77.69,3,zone_freq_enc,3.1241864097891176e-05,-0.4523,decreases
GRID_12.81_77.69,4,violation_growth_rate,1.0,-0.387,decreases
GRID_12.81_77.7,1,zone_hist_mean,0.028955532574974147,-1.3031,decreases
GRID_12.81_77.7,2,roll_7d_mean,0.0,-0.5261,decreases
GRID_12.81_77.7,3,violation_growth_rate,2.857142857142857,0.4538,increases
GRID_12.81_77.7,4,weekofyear,15.0,0.3498,increases
GRID_12.82_77.68,1,zone_hist_mean,0.0031023784901758012,-2.9547,decreases
GRID_12.82_77.68,2,roll_7d_mean,0.0,-0.6481,decreases
GRID_12.82_77.68,3,zone_freq_enc,1.5620932048945588e-05,-0.6099,decreases
GRID_12.82_77.68,4,violation_growth_rate,1.0,-0.2857,decreases
GRID_12.82_77.69,1,violation_growth_rate,0.0,-0.4598,decreases
GRID_12.82_77.69,2,month,4.0,-0.3461,decreases
GRID_12.82_77.69,3,weekofyear,15.0,-0.2282,decreases
GRID_12.82_77.69,4,lag_1bin,0.0,-0.2021,decreases
GRID_12.83_77.68,1,zone_hist_mean,0.02481902792140641,-1.4218,decreases
GRID_12.83_77.68,2,roll_7d_mean,0.0,-0.5736,decreases
GRID_12.83_77.68,3,violation_growth_rate,0.0,-0.4969,decreases
GRID_12.83_77.68,4,month,4.0,-0.398,decreases
GRID_12.84_77.59,1,zone_hist_mean,0.0,-6.7755,decreases
GRID_12.84_77.59,2,zone_freq_enc,0.0,-1.692,decreases
GRID_12.84_77.59,3,roll_7d_mean,0.0,-0.7668,decreases
GRID_12.84_77.59,4,hour,0.0,-0.3149,decreases
GRID_12.84_77.64,1,zone_hist_mean,0.4301964839710445,0.4678,increases
GRID_12.84_77.64,2,lag_1bin,0.0,-0.1944,decreases
GRID_12.84_77.64,3,lag_1d,0.0,-0.1375,decreases
GRID_12.84_77.64,4,weekofyear,15.0,0.1103,increases
GRID_12.84_77.65,1,zone_hist_mean,0.8076525336091003,0.8493,increases
GRID_12.84_77.65,2,roll_7d_mean,1.9107142857142858,0.4324,increases
GRID_12.84_77.65,3,lag_1bin,0.0,-0.2149,decreases
GRID_12.84_77.65,4,hour,0.0,-0.1711,decreases
GRID_12.84_77.66,1,zone_hist_mean,0.01344364012409514,-1.8716,decreases
GRID_12.84_77.66,2,roll_7d_mean,0.0,-0.4789,decreases
GRID_12.84_77.66,3,violation_growth_rate,0.0,-0.478,decreases
GRID_12.84_77.66,4,month,4.0,-0.3982,decreases
GRID_12.84_77.67,1,zone_hist_mean,0.004136504653567736,-2.6826,decreases
GRID_12.84_77.67,2,roll_7d_mean,0.0,-0.576,decreases
GRID_12.84_77.67,3,zone_freq_enc,2.0827909398594117e-05,-0.4976,decreases
GRID_12.84_77.67,4,hour,0.0,-0.357,decreases
GRID_12.84_77.68,1,violation_growth_rate,0.0,-0.4647,decreases
GRID_12.84_77.68,2,month,4.0,-0.3414,decreases
GRID_12.84_77.68,3,lag_1bin,0.0,-0.2221,decreases
GRID_12.84_77.68,4,roll_7d_mean,0.125,-0.219,decreases
GRID_12.84_77.69,1,zone_hist_mean,0.009307135470527405,-2.1929,decreases
GRID_12.84_77.69,2,roll_7d_mean,0.0,-0.579,decreases
GRID_12.84_77.69,3,zone_freq_enc,4.686279614683676e-05,-0.4171,decreases
GRID_12.84_77.69,4,hour,0.0,-0.4087,decreases
GRID_12.85_77.59,1,zone_hist_mean,0.020682523267838676,-1.4747,decreases
GRID_12.85_77.59,2,zone_freq_enc,0.00010413954699297059,-0.3785,decreases
GRID_12.85_77.59,3,roll_7d_mean,0.017857142857142856,-0.2995,decreases
GRID_12.85_77.59,4,weekofyear,15.0,0.124,increases
GRID_12.85_77.65,1,zone_hist_mean,0.002068252326783868,-3.369,decreases
GRID_12.85_77.65,2,roll_7d_mean,0.0,-0.6454,decreases
GRID_12.85_77.65,3,zone_freq_enc,1.0413954699297059e-05,-0.6275,decreases
GRID_12.85_77.65,4,violation_growth_rate,1.0,-0.3229,decreases
GRID_12.85_77.66,1,roll_7d_mean,0.0,-0.725,decreases
GRID_12.85_77.66,2,zone_hist_mean,0.10548086866597725,-0.5138,decreases
GRID_12.85_77.66,3,hour,0.0,-0.3103,decreases
GRID_12.85_77.66,4,violation_growth_rate,0.0,-0.3016,decreases
GRID_12.85_77.67,1,zone_hist_mean,0.011375387797311272,-1.9454,decreases
GRID_12.85_77.67,2,violation_growth_rate,0.0,-0.4973,decreases
GRID_12.85_77.67,3,zone_freq_enc,5.727675084613382e-05,-0.4098,decreases
GRID_12.85_77.67,4,month,4.0,-0.3745,decreases
GRID_12.85_77.68,1,zone_hist_mean,0.001034126163391934,-3.8283,decreases
GRID_12.85_77.68,2,zone_freq_enc,5.206977349648529e-06,-0.7031,decreases
GRID_12.85_77.68,3,roll_7d_mean,0.0,-0.6471,decreases
GRID_12.85_77.68,4,hour,0.0,-0.3483,decreases
GRID_12.86_77.53,1,zone_hist_mean,0.06618407445708377,-0.7457,decreases
GRID_12.86_77.53,2,roll_7d_mean,0.0,-0.6693,decreases
GRID_12.86_77.53,3,violation_growth_rate,0.0,-0.4474,decreases
GRID_12.86_77.53,4,month,4.0,-0.4286,decreases
GRID_12.86_77.59,1,zone_hist_mean,0.05480868665977249,-0.8453,decreases
GRID_12.86_77.59,2,zone_freq_enc,0.00027596979953137203,-0.2787,decreases
GRID_12.86_77.59,3,roll_7d_mean,0.05357142857142857,-0.23,decreases
GRID_12.86_77.59,4,weekofyear,15.0,0.147,increases
GRID_12.86_77.61,1,zone_hist_mean,0.001034126163391934,-3.8283,decreases
GRID_12.86_77.61,2,zone_freq_enc,5.206977349648529e-06,-0.7031,decreases
GRID_12.86_77.61,3,roll_7d_mean,0.0,-0.6471,decreases
GRID_12.86_77.61,4,hour,0.0,-0.3483,decreases
GRID_12.86_77.65,1,zone_hist_mean,0.002068252326783868,-4.1829,decreases
GRID_12.86_77.65,2,zone_freq_enc,1.0413954699297059e-05,-0.7717,decreases
GRID_12.86_77.65,3,roll_30d_mean,0.0125,-0.7586,decreases
GRID_12.86_77.65,4,violation_growth_rate,0.0,-0.4757,decreases
GRID_12.86_77.66,1,zone_hist_mean,0.06101344364012409,-0.7725,decreases
GRID_12.86_77.66,2,roll_7d_mean,0.0,-0.5963,decreases
GRID_12.86_77.66,3,violation_growth_rate,2.8571428571428568,0.4202,increases
GRID_12.86_77.66,4,weekofyear,15.0,0.3417,increases
GRID_12.86_77.67,1,zone_hist_mean,0.011375387797311272,-2.1248,decreases
GRID_12.86_77.67,2,roll_7d_mean,0.0,-0.5077,decreases
GRID_12.86_77.67,3,zone_freq_enc,5.727675084613382e-05,-0.4273,decreases
GRID_12.86_77.67,4,violation_growth_rate,1.0,-0.3471,decreases
GRID_12.86_77.7,1,zone_hist_mean,0.001034126163391934,-3.8283,decreases
GRID_12.86_77.7,2,zone_freq_enc,5.206977349648529e-06,-0.7031,decreases
GRID_12.86_77.7,3,roll_7d_mean,0.0,-0.6471,decreases
GRID_12.86_77.7,4,hour,0.0,-0.3483,decreases
GRID_12.86_77.71,1,zone_hist_mean,0.002068252326783868,-3.2539,decreases
GRID_12.86_77.71,2,roll_7d_mean,0.0,-0.6245,decreases
GRID_12.86_77.71,3,zone_freq_enc,1.0413954699297059e-05,-0.6105,decreases
GRID_12.86_77.71,4,hour,0.0,-0.3636,decreases
GRID_12.87_77.53,1,zone_hist_mean,0.011375387797311272,-2.0296,decreases
GRID_12.87_77.53,2,zone_freq_enc,5.727675084613382e-05,-0.4496,decreases
GRID_12.87_77.53,3,violation_growth_rate,2.142857142857143,0.1803,increases
GRID_12.87_77.53,4,roll_7d_mean,0.05357142857142857,-0.1753,decreases
GRID_12.87_77.54,1,zone_hist_mean,0.08996897621509824,-0.4497,decreases
GRID_12.87_77.54,2,zone_freq_enc,0.00045300702941942204,-0.1619,decreases
GRID_12.87_77.54,3,lag_1bin,0.0,-0.1467,decreases
GRID_12.87_77.54,4,hour,0.0,0.1438,increases
GRID_12.87_77.57,1,zone_hist_mean,0.01861427094105481,-1.5934,decreases
GRID_12.87_77.57,2,roll_7d_mean,0.0,-0.5379,decreases
GRID_12.87_77.57,3,zone_freq_enc,9.372559229367353e-05,-0.3793,decreases
GRID_12.87_77.57,4,violation_growth_rate,1.0,-0.1899,decreases
GRID_12.87_77.58,1,zone_hist_mean,0.004136504653567736,-2.6799,decreases
GRID_12.87_77.58,2,roll_7d_mean,0.0,-0.5551,decreases
GRID_12.87_77.58,3,zone_freq_enc,2.0827909398594117e-05,-0.4868,decreases
GRID_12.87_77.58,4,roll_30d_mean,0.0,0.3436,increases
GRID_12.87_77.59,1,zone_hist_mean,0.04860392967942089,-0.9332,decreases
GRID_12.87_77.59,2,roll_7d_mean,0.0,-0.5092,decreases
GRID_12.87_77.59,3,violation_growth_rate,2.7551020408163267,0.4279,increases
GRID_12.87_77.59,4,weekofyear,15.0,0.3864,increases
GRID_12.87_77.6,1,zone_hist_mean,0.002068252326783868,-3.369,decreases
GRID_12.87_77.6,2,roll_7d_mean,0.0,-0.6454,decreases
GRID_12.87_77.6,3,zone_freq_enc,1.0413954699297059e-05,-0.6275,decreases
GRID_12.87_77.6,4,violation_growth_rate,1.0,-0.3229,decreases
GRID_12.87_77.62,1,zone_hist_mean,0.0,-6.7094,decreases
GRID_12.87_77.62,2,zone_freq_enc,0.0,-1.6463,decreases
GRID_12.87_77.62,3,roll_7d_mean,0.0,-0.7703,decreases
GRID_12.87_77.62,4,hour,0.0,-0.3207,decreases
GRID_12.87_77.64,1,zone_hist_mean,0.0062047569803516025,-2.7574,decreases
GRID_12.87_77.64,2,zone_freq_enc,3.1241864097891176e-05,-0.5307,decreases
GRID_12.87_77.64,3,roll_7d_mean,0.0,-0.5112,decreases
GRID_12.87_77.64,4,roll_30d_mean,0.025,-0.2566,decreases
GRID_12.87_77.65,1,hour,0.0,0.1825,increases
GRID_12.87_77.65,2,lag_1bin,0.0,-0.1763,decreases
GRID_12.87_77.65,3,violation_growth_rate,0.3025210084033613,-0.1665,decreases
GRID_12.87_77.65,4,month,4.0,-0.1624,decreases
GRID_12.87_77.66,1,roll_7d_mean,0.017857142857142856,-0.3875,decreases
GRID_12.87_77.66,2,lag_1bin,0.0,-0.16,decreases
GRID_12.87_77.66,3,month,4.0,-0.1579,decreases
GRID_12.87_77.66,4,zone_hist_mean,0.1592554291623578,-0.1438,decreases
GRID_12.87_77.67,1,zone_hist_mean,0.007238883143743537,-2.303,decreases
GRID_12.87_77.67,2,roll_7d_mean,0.0,-0.5105,decreases
GRID_12.87_77.67,3,zone_freq_enc,3.6448841447539705e-05,-0.4516,decreases
GRID_12.87_77.67,4,month,4.0,-0.4486,decreases
GRID_12.88_77.45,1,zone_hist_mean,0.001034126163391934,-4.5635,decreases
GRID_12.88_77.45,2,zone_freq_enc,5.206977349648529e-06,-0.8486,decreases
GRID_12.88_77.45,3,violation_growth_rate,4.285714285714286,0.7278,increases
GRID_12.88_77.45,4,weekofyear,15.0,0.4524,increases
GRID_12.88_77.5,1,zone_hist_mean,0.0,-6.6124,decreases
GRID_12.88_77.5,2,zone_freq_enc,0.0,-1.6356,decreases
GRID_12.88_77.5,3,roll_7d_mean,0.017857142857142856,-0.3575,decreases
GRID_12.88_77.5,4,hour,0.0,-0.2754,decreases
GRID_12.88_77.52,1,zone_hist_mean,0.001034126163391934,-3.8283,decreases
GRID_12.88_77.52,2,zone_freq_enc,5.206977349648529e-06,-0.7031,decreases
GRID_12.88_77.52,3,roll_7d_mean,0.0,-0.6471,decreases
GRID_12.88_77.52,4,hour,0.0,-0.3483,decreases
GRID_12.88_77.53,1,zone_hist_mean,0.002068252326783868,-3.3704,decreases
GRID_12.88_77.53,2,zone_freq_enc,1.0413954699297059e-05,-0.6437,decreases
GRID_12.88_77.53,3,roll_7d_mean,0.0,-0.6261,decreases
GRID_12.88_77.53,4,violation_growth_rate,1.0,-0.3233,decreases
GRID_12.88_77.54,1,zone_hist_mean,0.03516028955532575,-1.2724,decreases
GRID_12.88_77.54,2,zone_freq_enc,0.00017703722988804998,-0.2926,decreases
GRID_12.88_77.54,3,lag_1bin,0.0,-0.1472,decreases
GRID_12.88_77.54,4,weekofyear,15.0,0.1049,increases
GRID_12.88_77.55,1,zone_hist_mean,0.0703205791106515,-0.5815,decreases
GRID_12.88_77.55,2,lag_1d,1.0,0.2933,increases
GRID_12.88_77.55,3,zone_freq_enc,0.00035407445977609996,-0.1654,decreases
GRID_12.88_77.55,4,weekofyear,15.0,0.1369,increases
GRID_12.88_77.56,1,zone_hist_mean,0.001034126163391934,-4.9751,decreases
GRID_12.88_77.56,2,roll_30d_mean,0.0125,-0.9861,decreases
GRID_12.88_77.56,3,zone_freq_enc,5.206977349648529e-06,-0.9353,decreases
GRID_12.88_77.56,4,roll_7d_mean,0.017857142857142856,-0.3539,decreases
GRID_12.88_77.59,1,zone_hist_mean,0.004136504653567736,-2.6799,decreases
GRID_12.88_77.59,2,roll_7d_mean,0.0,-0.5551,decreases
GRID_12.88_77.59,3,zone_freq_enc,2.0827909398594117e-05,-0.4868,decreases
GRID_12.88_77.59,4,roll_30d_mean,0.0,0.3436,increases
GRID_12.88_77.6,1,zone_hist_mean,0.452947259565667,0.5351,increases
GRID_12.88_77.6,2,lag_1bin,0.0,-0.2261,decreases
GRID_12.88_77.6,3,lag_1d,0.0,-0.1315,decreases
GRID_12.88_77.6,4,zone_freq_enc,0.002280656079146056,0.1261,increases
GRID_12.88_77.61,1,zone_hist_mean,0.017580144777662874,-1.6239,decreases
GRID_12.88_77.61,2,roll_7d_mean,0.0,-0.6056,decreases
GRID_12.88_77.61,3,violation_growth_rate,0.0,-0.5251,decreases
GRID_12.88_77.61,4,month,4.0,-0.3722,decreases
GRID_12.88_77.62,1,zone_hist_mean,0.045501551189245086,-1.0072,decreases
GRID_12.88_77.62,2,roll_7d_mean,0.0,-0.6176,decreases
GRID_12.88_77.62,3,violation_growth_rate,0.0,-0.4901,decreases
GRID_12.88_77.62,4,month,4.0,-0.3897,decreases
GRID_12.88_77.63,1,zone_hist_mean,0.0062047569803516025,-2.6198,decreases
GRID_12.88_77.63,2,zone_freq_enc,3.1241864097891176e-05,-0.4959,decreases
GRID_12.88_77.63,3,violation_growth_rate,0.0,-0.4919,decreases
GRID_12.88_77.63,4,roll_7d_mean,0.0,-0.4846,decreases
GRID_12.88_77.64,1,lag_1d,14.0,0.5143,increases
GRID_12.88_77.64,2,hour,0.0,0.3179,increases
GRID_12.88_77.64,3,zone_heavy_veh_share,0.1791044776119403,0.1768,increases
GRID_12.88_77.64,4,lag_1bin,0.0,-0.1382,decreases
GRID_12.88_77.65,1,violation_growth_rate,2.466307277628032,0.2975,increases
GRID_12.88_77.65,2,weekofyear,15.0,0.2651,increases
GRID_12.88_77.65,3,zone_hist_mean,0.2998965873836608,0.2019,increases
GRID_12.88_77.65,4,roll_7d_mean,0.05357142857142857,-0.197,decreases
GRID_12.88_77.66,1,zone_hist_mean,0.001034126163391934,-3.8398,decreases
GRID_12.88_77.66,2,zone_freq_enc,5.206977349648529e-06,-0.7409,decreases
GRID_12.88_77.66,3,roll_7d_mean,0.0,-0.6255,decreases
GRID_12.88_77.66,4,roll_30d_mean,0.0,0.5486,increases
GRID_12.88_77.67,1,zone_hist_mean,0.05894519131334023,-0.8528,decreases
GRID_12.88_77.67,2,roll_7d_mean,0.0,-0.6519,decreases
GRID_12.88_77.67,3,zone_freq_enc,0.0002967977089299662,-0.2493,decreases
GRID_12.88_77.67,4,violation_growth_rate,1.0,-0.164,decreases
GRID_12.88_77.74,1,zone_hist_mean,0.001034126163391934,-3.9271,decreases
GRID_12.88_77.74,2,violation_growth_rate,4.285714285714286,0.7412,increases
GRID_12.88_77.74,3,zone_freq_enc,5.206977349648529e-06,-0.6921,decreases
GRID_12.88_77.74,4,weekofyear,15.0,0.5304,increases
GRID_12.88_77.75,1,zone_hist_mean,0.027921406411582212,-1.3964,decreases
GRID_12.88_77.75,2,roll_7d_mean,0.0,-0.4628,decreases
GRID_12.88_77.75,3,zone_freq_enc,0.00014058838844051028,-0.3129,decreases
GRID_12.88_77.75,4,lag_1bin,0.0,-0.1308,decreases
GRID_12.89_77.54,1,zone_hist_mean,0.002068252326783868,-3.2539,decreases
GRID_12.89_77.54,2,roll_7d_mean,0.0,-0.6245,decreases
GRID_12.89_77.54,3,zone_freq_enc,1.0413954699297059e-05,-0.6105,decreases
GRID_12.89_77.54,4,hour,0.0,-0.3636,decreases
GRID_12.89_77.55,1,zone_hist_mean,0.001034126163391934,-3.957,decreases
GRID_12.89_77.55,2,violation_growth_rate,4.285714285714286,0.7286,increases
GRID_12.89_77.55,3,zone_freq_enc,5.206977349648529e-06,-0.6917,decreases
GRID_12.89_77.55,4,roll_7d_mean,0.0,-0.5066,decreases
GRID_12.89_77.56,1,lag_1d,3.0,0.2946,increases
GRID_12.89_77.56,2,roll_7d_mean,0.6785714285714286,0.2153,increases
GRID_12.89_77.56,3,lag_1bin,0.0,-0.1709,decreases
GRID_12.89_77.56,4,roll_30d_mean,0.4875,0.1267,increases
GRID_12.89_77.57,1,zone_hist_mean,0.08479834539813857,-0.5966,decreases
GRID_12.89_77.57,2,roll_7d_mean,0.05357142857142857,-0.3329,decreases
GRID_12.89_77.57,3,zone_freq_enc,0.00042697214267117936,-0.1621,decreases
GRID_12.89_77.57,4,lag_1bin,0.0,-0.1524,decreases
GRID_12.89_77.58,1,zone_hist_mean,0.010341261633919338,-2.1238,decreases
GRID_12.89_77.58,2,roll_7d_mean,0.0,-0.5301,decreases
GRID_12.89_77.58,3,zone_freq_enc,5.206977349648529e-05,-0.4445,decreases
GRID_12.89_77.58,4,violation_growth_rate,1.0,-0.3505,decreases
GRID_12.89_77.59,1,zone_hist_mean,0.007238883143743537,-2.2587,decreases
GRID_12.89_77.59,2,zone_freq_enc,3.6448841447539705e-05,-0.4589,decreases
GRID_12.89_77.59,3,violation_growth_rate,0.0,-0.4391,decreases
GRID_12.89_77.59,4,month,4.0,-0.4309,decreases
GRID_12.89_77.6,1,roll_7d_mean,0.017857142857142856,-0.5118,decreases
GRID_12.89_77.6,2,zone_hist_mean,0.10651499482936919,-0.4334,decreases
GRID_12.89_77.6,3,hour,0.0,-0.3989,decreases
GRID_12.89_77.6,4,zone_heavy_veh_share,0.009708737864077669,-0.2785,decreases
GRID_12.89_77.61,1,zone_hist_mean,0.004136504653567736,-2.8255,decreases
GRID_12.89_77.61,2,violation_growth_rate,4.285714285714286,0.7324,increases
GRID_12.89_77.61,3,zone_freq_enc,2.0827909398594117e-05,-0.4655,decreases
GRID_12.89_77.61,4,month,4.0,0.444,increases
GRID_12.89_77.62,1,zone_hist_mean,0.004136504653567736,-2.6799,decreases
GRID_12.89_77.62,2,roll_7d_mean,0.0,-0.5551,decreases
GRID_12.89_77.62,3,zone_freq_enc,2.0827909398594117e-05,-0.4868,decreases
GRID_12.89_77.62,4,roll_30d_mean,0.0,0.3436,increases
GRID_12.89_77.63,1,zone_hist_mean,0.028955532574974147,-1.363,decreases
GRID_12.89_77.63,2,roll_7d_mean,0.0,-0.5152,decreases
GRID_12.89_77.63,3,violation_growth_rate,1.0,-0.3333,decreases
GRID_12.89_77.63,4,zone_freq_enc,0.00014579536579015882,-0.3073,decreases
GRID_12.89_77.64,1,zone_hist_mean,0.8241985522233712,0.9482,increases
GRID_12.89_77.64,2,lag_1d,29.0,0.6346,increases
GRID_12.89_77.64,3,hour,0.0,0.3578,increases
GRID_12.89_77.64,4,zone_freq_enc,0.004149960947669878,0.1972,increases
GRID_12.89_77.65,1,zone_hist_mean,0.004136504653567736,-3.23,decreases
GRID_12.89_77.65,2,zone_freq_enc,2.0827909398594117e-05,-0.607,decreases
GRID_12.89_77.65,3,violation_growth_rate,0.0,-0.5011,decreases
GRID_12.89_77.65,4,roll_7d_mean,0.0,-0.487,decreases
GRID_12.89_77.66,1,zone_hist_mean,0.055842812823164424,-0.8804,decreases
GRID_12.89_77.66,2,zone_freq_enc,0.00028117677688102057,-0.271,decreases
GRID_12.89_77.66,3,roll_7d_mean,0.03571428571428571,-0.209,decreases
GRID_12.89_77.66,4,lag_1bin,0.0,-0.163,decreases
GRID_12.89_77.67,1,zone_hist_mean,0.01964839710444674,-1.5628,decreases
GRID_12.89_77.67,2,zone_freq_enc,9.893256964332205e-05,-0.3768,decreases
GRID_12.89_77.67,3,roll_7d_mean,0.0,-0.3663,decreases
GRID_12.89_77.67,4,lag_1bin,0.0,-0.1288,decreases
GRID_12.89_77.68,1,zone_hist_mean,0.0031023784901758012,-2.8657,decreases
GRID_12.89_77.68,2,roll_7d_mean,0.0,-0.6171,decreases
GRID_12.89_77.68,3,zone_freq_enc,1.5620932048945588e-05,-0.5626,decreases
GRID_12.89_77.68,4,hour,0.0,-0.3565,decreases
GRID_12.89_77.74,1,zone_hist_mean,0.0062047569803516025,-2.6938,decreases
